------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
           2.598e-30,                0.005
         3.47381e-30,              0.00625
         4.45937e-30,               0.0075
         5.56592e-30,              0.00875
         6.80573e-30,                 0.01
         8.19226e-30,              0.01125
         9.74021e-30,               0.0125
         1.14656e-29,              0.01375
         1.33861e-29,                0.015
         1.55208e-29,              0.01625
         1.78907e-29,               0.0175
         2.05187e-29,              0.01875
         2.34298e-29,                 0.02
         2.66513e-29,              0.02125
          3.0213e-29,               0.0225
         3.41475e-29,              0.02375
         3.84901e-29,                0.025
         4.32797e-29,              0.02625
         4.85584e-29,               0.0275
         5.43723e-29,              0.02875
         6.07717e-29,                 0.03
         6.78112e-29,              0.03125
         7.55507e-29,               0.0325
         8.40551e-29,              0.03375
         9.33955e-29,                0.035
           1.149e-28,               0.0375
          1.4077e-28,                 0.04
         1.71842e-28,               0.0425
          2.0911e-28,                0.045
         2.53751e-28,               0.0475
         3.07164e-28,                 0.05
         3.71005e-28,               0.0525
         4.47237e-28,                0.055
         5.38186e-28,               0.0575
         6.46608e-28,                 0.06
          7.7577e-28,               0.0625
         9.29539e-28,                0.065
          1.1125e-27,               0.0675
         1.33007e-27,                 0.07
         1.58867e-27,               0.0725
         1.89593e-27,                0.075
         2.26083e-27,               0.0775
         2.69406e-27,                 0.08
         3.20824e-27,               0.0825
         3.81833e-27,                0.085
         4.54204e-27,               0.0875
         5.40036e-27,                 0.09
         6.41812e-27,               0.0925
         7.62476e-27,                0.095
         9.05513e-27,               0.0975
         1.07505e-26,                  0.1
         1.27599e-26,               0.1025
         1.51413e-26,                0.105
         1.79633e-26,               0.1075
         2.13075e-26,                 0.11
         2.52704e-26,               0.1125
         2.99665e-26,                0.115
         3.55317e-26,               0.1175
         4.21271e-26,                 0.12
         4.99437e-26,               0.1225
         5.92085e-26,                0.125
         7.01906e-26,               0.1275
         8.32096e-26,                 0.13
         9.86452e-26,               0.1325
         1.16948e-25,                0.135
         1.38654e-25,               0.1375
         1.64399e-25,                 0.14
         1.94941e-25,               0.1425
         2.31178e-25,                0.145
         2.74181e-25,               0.1475
         3.25223e-25,                 0.15
          3.8582e-25,               0.1525
         4.57774e-25,                0.155
         5.43234e-25,               0.1575
         6.44759e-25,                 0.16
         7.65397e-25,               0.1625
         9.08782e-25,                0.165
         1.07925e-24,               0.1675
         1.28197e-24,                 0.17
          1.5231e-24,               0.1725
