------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         7.89415e-19,                0.005
         1.02661e-18,              0.00625
         1.28171e-18,               0.0075
         1.55582e-18,              0.00875
         1.85009e-18,                 0.01
         2.16572e-18,              0.01125
           2.504e-18,               0.0125
         2.86629e-18,              0.01375
         3.25401e-18,                0.015
         4.11185e-18,               0.0175
         5.09063e-18,                 0.02
         6.20494e-18,               0.0225
         7.47101e-18,                0.025
         8.90694e-18,               0.0275
         1.05329e-17,                 0.03
         1.23711e-17,               0.0325
         1.44467e-17,                0.035
         1.67873e-17,               0.0375
         1.94237e-17,                 0.04
         2.23902e-17,               0.0425
         2.57249e-17,                0.045
         2.94702e-17,               0.0475
         3.36731e-17,                 0.05
          3.8386e-17,               0.0525
          4.3667e-17,                0.055
         4.95808e-17,               0.0575
         5.61992e-17,                 0.06
         6.36019e-17,               0.0625
         7.18778e-17,                0.065
         8.11251e-17,               0.0675
         9.14535e-17,                 0.07
         1.02985e-16,               0.0725
         1.15853e-16,                0.075
          1.3021e-16,               0.0775
         1.46221e-16,                 0.08
         1.64071e-16,               0.0825
         1.83968e-16,                0.085
         2.06138e-16,               0.0875
         2.30837e-16,                 0.09
         2.58347e-16,               0.0925
         2.88981e-16,                0.095
         3.23088e-16,               0.0975
         3.61055e-16,                  0.1
         4.03314e-16,               0.1025
         4.50342e-16,                0.105
         5.02672e-16,               0.1075
         5.60895e-16,                 0.11
         6.25669e-16,               0.1125
         6.97725e-16,                0.115
         7.77877e-16,               0.1175
         8.67027e-16,                 0.12
         9.66183e-16,               0.1225
         1.07646e-15,                0.125
         1.19911e-15,               0.1275
         1.33551e-15,                 0.13
         1.48721e-15,               0.1325
         1.65591e-15,                0.135
         1.84354e-15,               0.1375
         2.05221e-15,                 0.14
         2.28429e-15,               0.1425
         2.54242e-15,                0.145
         2.82953e-15,               0.1475
         3.14889e-15,                 0.15
         3.50415e-15,               0.1525
         3.89937e-15,                0.155
         4.33907e-15,               0.1575
          4.8283e-15,                 0.16
         5.37269e-15,               0.1625
          5.9785e-15,                0.165
         6.65274e-15,               0.1675
         7.40321e-15,                 0.17
         8.23863e-15,               0.1725
         9.16871e-15,                0.175
         1.02043e-14,               0.1775
         1.13576e-14,                 0.18
          1.2642e-14,               0.1825
         1.40727e-14,                0.185
         1.56667e-14,               0.1875
         1.74427e-14,                 0.19
         1.94219e-14,               0.1925
         2.16279e-14,                0.195
         2.40871e-14,               0.1975
          2.6829e-14,                  0.2
         2.98867e-14,               0.2025
         3.32972e-14,                0.205
         3.71019e-14,               0.2075
         4.13471e-14,                 0.21
         4.60848e-14,               0.2125
         5.13733e-14,                0.215
         5.72778e-14,               0.2175
         6.38713e-14,                 0.22
         7.12361e-14,               0.2225
         7.94641e-14,                0.225
         8.86585e-14,               0.2275
         9.89353e-14,                 0.23
