------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
          0.00228421,                0.005
          0.00460075,                 0.01
          0.00694977,                0.015
          0.00933146,                 0.02
            0.011746,                0.025
           0.0141935,                 0.03
           0.0166742,                0.035
           0.0191882,                 0.04
           0.0217356,                0.045
           0.0243166,                 0.05
           0.0269314,                0.055
             0.02958,                 0.06
           0.0322626,                0.065
           0.0349792,                 0.07
           0.0377301,                0.075
           0.0405152,                 0.08
           0.0433348,                0.085
           0.0461888,                 0.09
           0.0490774,                0.095
           0.0520006,                  0.1
           0.0549585,                0.105
           0.0579511,                 0.11
           0.0609785,                0.115
           0.0640407,                 0.12
           0.0671378,                0.125
           0.0702698,                 0.13
           0.0734367,                0.135
           0.0766384,                 0.14
           0.0798751,                0.145
           0.0831466,                 0.15
           0.0864529,                0.155
           0.0897941,                 0.16
             0.09317,                0.165
           0.0965806,                 0.17
            0.100026,                0.175
            0.103506,                 0.18
             0.10702,                0.185
            0.110569,                 0.19
            0.114152,                0.195
            0.117769,                  0.2
             0.12142,                0.205
            0.125105,                 0.21
            0.128824,                0.215
            0.132576,                 0.22
            0.136362,                0.225
            0.140181,                 0.23
            0.144033,                0.235
            0.147917,                 0.24
            0.151835,                0.245
            0.155784,                 0.25
            0.159766,                0.255
             0.16378,                 0.26
            0.167825,                0.265
            0.171901,                 0.27
            0.176009,                0.275
            0.180147,                 0.28
            0.184316,                0.285
            0.188514,                 0.29
            0.192743,                0.295
            0.197001,                  0.3
            0.201287,                0.305
            0.205603,                 0.31
            0.209946,                0.315
            0.214318,                 0.32
            0.218717,                0.325
            0.223143,                 0.33
            0.227595,                0.335
            0.232074,                 0.34
            0.236578,                0.345
            0.241108,                 0.35
            0.245662,                0.355
             0.25024,                 0.36
            0.254843,                0.365
            0.259468,                 0.37
            0.264116,                0.375
            0.268787,                 0.38
            0.273479,                0.385
            0.278192,                 0.39
            0.282925,                0.395
            0.287679,                  0.4
            0.292452,                0.405
            0.297244,                 0.41
            0.302054,                0.415
            0.306881,                 0.42
            0.311726,                0.425
            0.316587,                 0.43
            0.321463,                0.435
            0.326355,                 0.44
            0.331261,                0.445
            0.336181,                 0.45
            0.341114,                0.455
             0.34606,                 0.46
            0.351018,                0.465
            0.355986,                 0.47
            0.360965,                0.475
            0.365954,                 0.48
            0.370952,                0.485
            0.375958,                 0.49
            0.380972,                0.495
            0.385993,                  0.5
            0.391021,                0.505
            0.396054,                 0.51
            0.401092,                0.515
            0.406134,                 0.52
            0.411179,                0.525
            0.416227,                 0.53
            0.421278,                0.535
            0.426329,                 0.54
            0.431382,                0.545
            0.436434,                 0.55
            0.441485,                0.555
            0.446535,                 0.56
            0.451582,                0.565
            0.456627,                 0.57
            0.461668,                0.575
            0.466704,                 0.58
            0.471736,                0.585
            0.476762,                 0.59
            0.481781,                0.595
            0.486793,                  0.6
            0.491797,                0.605
            0.496793,                 0.61
             0.50178,                0.615
            0.506757,                 0.62
            0.511723,                0.625
            0.516678,                 0.63
            0.521621,                0.635
            0.526551,                 0.64
            0.531469,                0.645
            0.536372,                 0.65
            0.541262,                0.655
            0.546136,                 0.66
            0.550994,                0.665
            0.555836,                 0.67
            0.560662,                0.675
             0.56547,                 0.68
             0.57026,                0.685
            0.575031,                 0.69
            0.579783,                0.695
            0.584516,                  0.7

