------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         4.79445e-06,                0.005
          9.9266e-06,                 0.01
          1.5416e-05,                0.015
         2.12833e-05,                 0.02
         2.75503e-05,                0.025
           3.424e-05,                 0.03
         4.13769e-05,                0.035
         4.89866e-05,                 0.04
         5.70964e-05,                0.045
          6.5735e-05,                 0.05
         7.49327e-05,                0.055
         8.47218e-05,                 0.06
         9.51362e-05,                0.065
         0.000106212,                 0.07
         0.000117987,                0.075
         0.000130501,                 0.08
         0.000143797,                0.085
          0.00015792,                 0.09
         0.000172917,                0.095
         0.000188839,                  0.1
          0.00020574,                0.105
         0.000223674,                 0.11
         0.000242703,                0.115
         0.000262889,                 0.12
           0.0002843,                0.125
         0.000307006,                 0.13
         0.000331082,                0.135
         0.000356608,                 0.14
         0.000383669,                0.145
         0.000412353,                 0.15
         0.000442756,                0.155
         0.000474978,                 0.16
         0.000509125,                0.165
         0.000545311,                 0.17
         0.000583656,                0.175
         0.000624286,                 0.18
         0.000667337,                0.185
         0.000712953,                 0.19
         0.000761285,                0.195
         0.000812494,                  0.2
         0.000866754,                0.205
         0.000924246,                 0.21
         0.000985164,                0.215
          0.00104971,                 0.22
          0.00111812,                0.225
           0.0011906,                 0.23
          0.00126742,                0.235
          0.00134883,                 0.24
          0.00143512,                0.245
          0.00152659,                 0.25
          0.00162355,                0.255
          0.00172634,                 0.26
          0.00183533,                0.265
           0.0019509,                 0.27
          0.00207345,                0.275
          0.00220343,                 0.28
          0.00234131,                0.285
          0.00248757,                 0.29
          0.00264276,                0.295
          0.00280743,                  0.3
          0.00298221,                0.305
          0.00316772,                 0.31
          0.00336467,                0.315
          0.00357379,                 0.32
          0.00379588,                0.325
          0.00403177,                 0.33
          0.00428238,                0.335
          0.00454867,                 0.34
          0.00483168,                0.345
          0.00513252,                 0.35
          0.00545238,                0.355
          0.00579254,                 0.36
          0.00615436,                0.365
           0.0065393,                 0.37
          0.00694896,                0.375
            0.007385,                 0.38
          0.00784926,                0.385
          0.00834367,                 0.39
          0.00887033,                0.395
          0.00943149,                  0.4
           0.0100296,                0.405
           0.0106672,                 0.41
           0.0113471,                0.415
           0.0120724,                 0.42
           0.0128463,                0.425
           0.0136723,                 0.43
           0.0145541,                0.435
           0.0154959,                 0.44
            0.016502,                0.445
           0.0175771,                 0.45
           0.0187264,                0.455
           0.0199553,                 0.46
           0.0212698,                0.465
           0.0226764,                 0.47
           0.0241819,                0.475
           0.0257939,                 0.48
           0.0275204,                0.485
           0.0293703,                 0.49
           0.0313529,                0.495
           0.0334785,                  0.5
           0.0357581,                0.505
           0.0382038,                 0.51
           0.0408283,                0.515
           0.0436458,                 0.52
           0.0466712,                0.525
           0.0499208,                 0.53
           0.0534124,                0.535
           0.0571647,                 0.54
           0.0611983,                0.545
           0.0655353,                 0.55
           0.0701994,                0.555
           0.0752161,                 0.56
           0.0806129,                0.565
           0.0864191,                 0.57
           0.0926662,                0.575
           0.0993878,                 0.58
             0.10662,                0.585
              0.1144,                 0.59
            0.122768,                0.595
            0.131767,                  0.6
            0.141442,                0.605
            0.151838,                 0.61
            0.163003,                0.615
            0.174986,                 0.62
            0.187838,                0.625
            0.201609,                 0.63
            0.216349,                0.635
            0.232105,                 0.64
            0.248924,                0.645
            0.266847,                 0.65
            0.285911,                0.655
            0.306145,                 0.66
            0.327568,                0.665
            0.350189,                 0.67
            0.374003,                0.675
            0.398989,                 0.68
            0.425105,                0.685
            0.452293,                 0.69
            0.480468,                0.695
            0.509523,                  0.7

