------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         1.03837e-08,                0.005
         1.60531e-08,               0.0075
         2.20614e-08,                 0.01
         2.84253e-08,               0.0125
         3.51618e-08,                0.015
         4.22891e-08,               0.0175
         4.98258e-08,                 0.02
         5.77916e-08,               0.0225
         6.62073e-08,                0.025
         8.44749e-08,                 0.03
         1.04813e-07,                0.035
         1.27424e-07,                 0.04
         1.52528e-07,                0.045
         1.80366e-07,                 0.05
         2.11204e-07,                0.055
         2.45331e-07,                 0.06
         2.83063e-07,                0.065
         3.24748e-07,                 0.07
         3.70765e-07,                0.075
         4.21529e-07,                 0.08
         4.77497e-07,                0.085
         5.39167e-07,                 0.09
         6.07085e-07,                0.095
          6.8185e-07,                  0.1
         7.64119e-07,                0.105
          8.5461e-07,                 0.11
         9.54111e-07,                0.115
         1.06349e-06,                 0.12
         1.18369e-06,                0.125
         1.31576e-06,                 0.13
         1.46083e-06,                0.135
         1.62016e-06,                 0.14
         1.79513e-06,                0.145
         1.98725e-06,                 0.15
         2.19818e-06,                0.155
         2.42975e-06,                 0.16
         2.68396e-06,                0.165
         2.96303e-06,                 0.17
         3.26937e-06,                0.175
         3.60567e-06,                 0.18
         3.97486e-06,                0.185
         4.38019e-06,                 0.19
         4.82523e-06,                0.195
         5.31391e-06,                  0.2
         5.85058e-06,                0.205
         6.44002e-06,                 0.21
         7.08753e-06,                0.215
         7.79892e-06,                 0.22
         8.58066e-06,                0.225
         9.43987e-06,                 0.23
         1.03844e-05,                0.235
          1.1423e-05,                 0.24
         1.25654e-05,                0.245
         1.38221e-05,                 0.25
          1.5205e-05,                0.255
         1.67274e-05,                 0.26
         1.84036e-05,                0.265
           2.025e-05,                 0.27
         2.22844e-05,                0.275
         2.45268e-05,                 0.28
         2.69995e-05,                0.285
         2.97271e-05,                 0.29
         3.27371e-05,                0.295
         3.60602e-05,                  0.3
         3.97306e-05,                0.305
         4.37865e-05,                 0.31
         4.82704e-05,                0.315
         5.32301e-05,                 0.32
         5.87189e-05,                0.325
         6.47964e-05,                 0.33
         7.15296e-05,                0.335
         7.89934e-05,                 0.34
         8.72722e-05,                0.345
         9.64604e-05,                 0.35
         0.000106665,                0.355
         0.000118005,                 0.36
         0.000130616,                0.365
          0.00014465,                 0.37
          0.00016028,                0.375
           0.0001777,                 0.38
          0.00019713,                0.385
         0.000218821,                 0.39
         0.000243055,                0.395
         0.000270154,                  0.4
         0.000300485,                0.405
         0.000334465,                 0.41
         0.000372569,                0.415
         0.000415343,                 0.42
         0.000463409,                0.425
         0.000517478,                 0.43
         0.000578371,                0.435
         0.000647029,                 0.44
         0.000724536,                0.445
         0.000812144,                 0.45
         0.000911298,                0.455
          0.00102367,                 0.46
          0.00115122,                0.465
          0.00129619,                 0.47
          0.00146123,                0.475
          0.00164941,                 0.48
          0.00186435,                0.485
          0.00211028,                 0.49
          0.00239219,                0.495
          0.00271596,                  0.5
          0.00308855,                0.505
          0.00351824,                 0.51
          0.00401487,                0.515
           0.0045902,                 0.52
          0.00525833,                0.525
          0.00603622,                 0.53
          0.00694434,                0.535
          0.00800748,                 0.54
          0.00925584,                0.545
           0.0107263,                 0.55
            0.012464,                0.555
           0.0145248,                 0.56
           0.0169777,                0.565
           0.0199086,                 0.57
           0.0234246,                0.575
           0.0276605,                 0.58
           0.0327862,                0.585
            0.039017,                 0.59
           0.0466269,                0.595
           0.0510547,               0.5975
           0.0559654,                  0.6
           0.0614182,               0.6025
           0.0674799,                0.605
           0.0742261,               0.6075
           0.0817425,                 0.61
           0.0901257,               0.6125
           0.0994845,                0.615
            0.109941,               0.6175
            0.121633,                 0.62
            0.134713,               0.6225
            0.149351,                0.625
            0.165733,               0.6275
            0.184062,                 0.63
            0.204554,               0.6325
            0.227437,                0.635
            0.252945,               0.6375
            0.281306,                 0.64
             0.31273,               0.6425
            0.347393,                0.645
             0.38541,               0.6475
            0.426805,                 0.65
            0.519172,                0.655
            0.621549,                 0.66
            0.727533,                0.665
            0.827461,                 0.67
            0.910448,                0.675
             0.96784,                 0.68
            0.996171,                0.685
            0.997717,                 0.69
            0.978626,                0.695
            0.946222,                  0.7

