------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         1.33382e-15,                0.005
         2.13203e-15,               0.0075
         3.02966e-15,                 0.01
         4.03663e-15,               0.0125
         5.16381e-15,                0.015
         6.42307e-15,               0.0175
         7.82738e-15,                 0.02
         9.39089e-15,               0.0225
         1.11291e-14,                0.025
         1.30588e-14,               0.0275
         1.51984e-14,                 0.03
         1.75682e-14,               0.0325
         2.01899e-14,                0.035
         2.30877e-14,               0.0375
         2.62875e-14,                 0.04
         2.98179e-14,               0.0425
         3.37101e-14,                0.045
         3.79979e-14,               0.0475
         4.27184e-14,                 0.05
         4.79119e-14,               0.0525
         5.36225e-14,                0.055
         5.98982e-14,               0.0575
         6.67914e-14,                 0.06
         7.43592e-14,               0.0625
          8.2664e-14,                0.065
         1.01762e-13,                 0.07
         1.24707e-13,                0.075
         1.52236e-13,                 0.08
         1.85229e-13,                0.085
         2.24729e-13,                 0.09
          2.7198e-13,                0.095
         3.28462e-13,                  0.1
         3.95933e-13,                0.105
         4.76491e-13,                 0.11
          5.7263e-13,                0.115
         6.87325e-13,                 0.12
         8.24117e-13,                0.125
         9.87231e-13,                 0.13
          1.1817e-12,                0.135
         1.41354e-12,                 0.14
         1.68993e-12,                0.145
         2.01942e-12,                 0.15
         2.41227e-12,                0.155
         2.88071e-12,                 0.16
         3.43939e-12,                0.165
         4.10584e-12,                 0.17
         4.90106e-12,                0.175
         5.85022e-12,                 0.18
         6.98353e-12,                0.185
         8.33723e-12,                 0.19
         9.95485e-12,                0.195
         1.18887e-11,                  0.2
         1.42019e-11,                0.205
         1.69701e-11,                 0.21
         2.02848e-11,                0.215
         2.42563e-11,                 0.22
         2.90177e-11,                0.225
         3.47299e-11,                 0.23
         4.15875e-11,                0.235
         4.98263e-11,                 0.24
         5.97319e-11,                0.245
         7.16513e-11,                 0.25
         8.60056e-11,                0.255
         1.03307e-10,                 0.26
          1.2418e-10,                0.265
         1.49385e-10,                 0.27
         1.79851e-10,                0.275
         2.16712e-10,                 0.28
         2.61358e-10,                0.285
         3.15491e-10,                 0.29
           3.812e-10,                0.295
         4.61052e-10,                  0.3
         5.58209e-10,                0.305
         6.76565e-10,                 0.31
         8.20931e-10,                0.315
         9.97255e-10,                 0.32
          1.2129e-09,                0.325
         1.33825e-09,               0.3275
         1.47702e-09,                 0.33
         1.63071e-09,               0.3325
         1.80097e-09,                0.335
         1.98968e-09,               0.3375
         2.19891e-09,                 0.34
         2.43098e-09,               0.3425
         2.68849e-09,                0.345
         2.97434e-09,               0.3475
         3.29178e-09,                 0.35
         3.64446e-09,               0.3525
         4.03645e-09,                0.355
         4.47232e-09,               0.3575
          4.9572e-09,                 0.36
         5.49684e-09,               0.3625
          6.0977e-09,                0.365
         6.76702e-09,               0.3675
         7.51298e-09,                 0.37
         8.34474e-09,               0.3725
         9.27262e-09,                0.375
         1.03083e-08,               0.3775
         1.14647e-08,                 0.38
         1.27568e-08,               0.3825
         1.42012e-08,                0.385
         1.58166e-08,               0.3875
         1.76244e-08,                 0.39
         1.96486e-08,               0.3925
         2.19162e-08,                0.395
         2.44582e-08,               0.3975
         2.73094e-08,                  0.4
         3.05092e-08,               0.4025
         3.41025e-08,                0.405
         3.81401e-08,               0.4075
