------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         7.49243e-14,                0.005
         1.18752e-13,               0.0075
         1.67322e-13,                 0.01
         2.21046e-13,               0.0125
          2.8037e-13,                0.015
         3.45775e-13,               0.0175
         4.17781e-13,                 0.02
          4.9695e-13,               0.0225
         5.83888e-13,                0.025
         6.79251e-13,               0.0275
         7.83747e-13,                 0.03
          8.9814e-13,               0.0325
         1.02326e-12,                0.035
         1.15999e-12,               0.0375
          1.3093e-12,                 0.04
         1.47223e-12,               0.0425
         1.64989e-12,                0.045
         1.84351e-12,               0.0475
         2.05439e-12,                 0.05
         2.53368e-12,                0.055
         3.10046e-12,                 0.06
         3.76953e-12,                0.065
         4.55813e-12,                 0.07
         5.48635e-12,                0.075
         6.57759e-12,                 0.08
         7.85915e-12,                0.085
          9.3628e-12,                 0.09
         1.11256e-11,                0.095
         1.31908e-11,                  0.1
         1.56088e-11,                0.105
         1.84384e-11,                 0.11
         2.17481e-11,                0.115
         2.56181e-11,                 0.12
         3.01417e-11,                0.125
         3.54282e-11,                 0.13
          4.1605e-11,                0.135
         4.88212e-11,                 0.14
         5.72511e-11,                0.145
         6.70987e-11,                 0.15
         7.86025e-11,                0.155
         9.20419e-11,                 0.16
         1.07744e-10,                0.165
         1.26094e-10,                 0.17
          1.4754e-10,                0.175
         1.72611e-10,                 0.18
         2.01927e-10,                0.185
         2.36218e-10,                 0.19
          2.7634e-10,                0.195
         3.23301e-10,                  0.2
         3.78289e-10,                0.205
         4.42702e-10,                 0.21
         5.18191e-10,                0.215
         6.06701e-10,                 0.22
         7.10533e-10,                0.225
         8.32403e-10,                 0.23
         9.75528e-10,                0.235
         1.14371e-09,                 0.24
         1.34147e-09,                0.245
         1.57416e-09,                 0.25
         1.84813e-09,                0.255
         2.17094e-09,                 0.26
         2.55158e-09,                0.265
         3.00076e-09,                 0.27
         3.53124e-09,                0.275
         4.15828e-09,                 0.28
         4.90008e-09,                0.285
         5.77844e-09,                 0.29
         6.81947e-09,                0.295
         8.05451e-09,                  0.3
         9.52115e-09,                0.305
         1.12647e-08,                 0.31
         1.33395e-08,                0.315
         1.58114e-08,                 0.32
         1.87598e-08,                0.325
         2.22805e-08,                 0.33
           2.649e-08,                0.335
         3.15293e-08,                 0.34
           3.757e-08,                0.345
         4.48209e-08,                 0.35
         5.35367e-08,                0.355
         6.40285e-08,                 0.36
         7.66774e-08,                0.365
         9.19505e-08,                 0.37
         1.10422e-07,                0.375
         1.32799e-07,                 0.38
         1.59955e-07,                0.385
         1.92969e-07,                 0.39
          2.3318e-07,                0.395
         2.82251e-07,                  0.4
         3.42256e-07,                0.405
         3.77143e-07,               0.4075
         4.15783e-07,                 0.41
           4.586e-07,               0.4125
         5.06075e-07,                0.415
         5.58743e-07,               0.4175
         6.17206e-07,                 0.42
         6.82141e-07,               0.4225
         7.54308e-07,                0.425
         8.34561e-07,               0.4275
         9.23864e-07,                 0.43
          1.0233e-06,               0.4325
         1.13409e-06,                0.435
         1.25762e-06,               0.4375
         1.39545e-06,                 0.44
         1.54933e-06,               0.4425
         1.72127e-06,                0.445
         1.91353e-06,               0.4475
         2.12866e-06,                 0.45
         2.36957e-06,               0.4525
         2.63957e-06,                0.455
         2.94242e-06,               0.4575
         3.28239e-06,                 0.46
         3.66435e-06,               0.4625
         4.09388e-06,                0.465
         4.57733e-06,               0.4675
         5.12196e-06,                 0.47
          5.7361e-06,               0.4725
         6.42929e-06,                0.475
         7.21248e-06,               0.4775
         8.09828e-06,                 0.48
         9.10116e-06,               0.4825
         1.02379e-05,                0.485
         1.15276e-05,               0.4875
         1.29928e-05,                 0.49
         1.46592e-05,               0.4925
         1.65568e-05,                0.495
         1.87203e-05,               0.4975
         2.11903e-05,                  0.5
         2.40139e-05,               0.5025
         2.72463e-05,                0.505
          3.0952e-05,               0.5075
         3.52065e-05,                 0.51
         4.00988e-05,               0.5125
         4.57334e-05,                0.515
         5.22337e-05,               0.5175
         5.97457e-05,                 0.52
         6.84424e-05,               0.5225
         7.85294e-05,                0.525
         9.02517e-05,               0.5275
         0.000103902,                 0.53
         0.000119831,               0.5325
          0.00013846,                0.535
         0.000160298,               0.5375
         0.000185958,                 0.54
         0.000216187,               0.5425
         0.000251894,                0.545
         0.000294189,               0.5475
         0.000344437,                 0.55
         0.000404319,               0.5525
          0.00047592,                0.555
         0.000561833,               0.5575
         0.000665302,                 0.56
         0.000790409,               0.5625
          0.00094232,                0.565
          0.00112761,               0.5675
          0.00123532,              0.56875
          0.00135471,                 0.57
          0.00148723,              0.57125
          0.00163452,               0.5725
          0.00179845,              0.57375
          0.00198119,                0.575
           0.0021852,              0.57625
          0.00241332,               0.5775
          0.00266884,              0.57875
          0.00295555,                 0.58
          0.00327785,              0.58125
          0.00364084,               0.5825
          0.00405048,              0.58375
          0.00451375,                0.585
          0.00503881,              0.58625
          0.00563529,               0.5875
          0.00631456,              0.58875
          0.00709009,                 0.59
          0.00797791,              0.59125
          0.00899718,               0.5925
           0.0101709,              0.59375
           0.0115267,                0.595
           0.0130983,              0.59625
           0.0149263,               0.5975
           0.0170608,              0.59875
           0.0195631,                  0.6
           0.0225091,              0.60125
           0.0259933,               0.6025
           0.0301338,              0.60375
           0.0350795,                0.605
           0.0410189,              0.60625
           0.0481924,               0.6075
           0.0569087,              0.60875
           0.0675661,                 0.61
           0.0737785,             0.610625
            0.080681,              0.61125
           0.0883628,             0.611875
           0.0969257,               0.6125
            0.106486,             0.613125
            0.117176,              0.61375
            0.129148,             0.614375
            0.142571,                0.615
            0.157641,             0.615625
            0.174575,              0.61625
            0.193616,             0.616875
            0.215034,               0.6175
            0.239119,             0.618125
            0.266181,              0.61875
            0.296538,             0.619375
            0.330502,                 0.62
            0.368353,             0.620625
            0.410305,              0.62125
            0.456456,             0.621875
            0.506727,               0.6225
            0.617988,              0.62375
            0.737113,                0.625
            0.850577,              0.62625
            0.899592,             0.626875
            0.940449,               0.6275
            0.971353,             0.628125
            0.991181,              0.62875
            0.999625,             0.629375
             0.99718,                 0.63
            0.985007,             0.630625
            0.964714,              0.63125
            0.906987,               0.6325
            0.837502,              0.63375
            0.766242,                0.635
            0.699069,              0.63625
            0.638696,               0.6375
            0.585904,              0.63875
            0.540454,                 0.64
            0.501662,              0.64125
            0.468707,               0.6425
            0.440781,              0.64375
            0.417157,                0.645
            0.397204,              0.64625
            0.380393,               0.6475
            0.354505,                 0.65
            0.336808,               0.6525
            0.325487,                0.655
            0.319325,               0.6575
            0.317514,                 0.66
            0.319528,               0.6625
            0.325049,                0.665
            0.333908,               0.6675
            0.346049,                 0.67
            0.361504,               0.6725
            0.380367,                0.675
            0.428912,                 0.68
            0.492934,                0.685
            0.573008,                 0.69
            0.667408,                0.695
            0.769991,                  0.7

