------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
          0.00243401,                0.005
          0.00490058,                 0.01
          0.00739987,                0.015
          0.00993198,                 0.02
           0.0124971,                0.025
           0.0150952,                 0.03
           0.0177266,                0.035
           0.0203913,                 0.04
           0.0230894,                0.045
            0.025821,                 0.05
           0.0285863,                0.055
           0.0313852,                 0.06
           0.0342178,                0.065
           0.0370843,                 0.07
           0.0399847,                0.075
            0.042919,                 0.08
           0.0458873,                0.085
           0.0488897,                 0.09
           0.0519261,                0.095
           0.0549965,                  0.1
           0.0581011,                0.105
           0.0612398,                 0.11
           0.0644125,                0.115
           0.0676193,                 0.12
           0.0708602,                0.125
           0.0741351,                 0.13
            0.077444,                0.135
           0.0807868,                 0.14
           0.0841635,                0.145
            0.087574,                 0.15
           0.0910182,                0.155
            0.094496,                 0.16
           0.0980074,                0.165
            0.101552,                 0.17
             0.10513,                0.175
            0.108742,                 0.18
            0.112386,                0.185
            0.116063,                 0.19
            0.119773,                0.195
            0.123516,                  0.2
            0.127291,                0.205
            0.131098,                 0.21
            0.134937,                0.215
            0.138808,                 0.22
             0.14271,                0.225
            0.146644,                 0.23
            0.150609,                0.235
            0.154604,                 0.24
             0.15863,                0.245
            0.162687,                 0.25
            0.166773,                0.255
            0.170889,                 0.26
            0.175034,                0.265
            0.179208,                 0.27
            0.183411,                0.275
            0.187643,                 0.28
            0.191902,                0.285
            0.196189,                 0.29
            0.200503,                0.295
            0.204844,                  0.3
            0.209211,                0.305
            0.213604,                 0.31
            0.218023,                0.315
            0.222467,                 0.32
            0.226936,                0.325
            0.231429,                 0.33
            0.235946,                0.335
            0.240486,                 0.34
            0.245049,                0.345
            0.249635,                 0.35
            0.254242,                0.355
             0.25887,                 0.36
             0.26352,                0.365
            0.268189,                 0.37
            0.272879,                0.375
            0.277587,                 0.38
            0.282314,                0.385
            0.287059,                 0.39
            0.291822,                0.395
            0.296602,                  0.4
            0.301398,                0.405
            0.306209,                 0.41
            0.311036,                0.415
            0.315877,                 0.42
            0.320733,                0.425
            0.325601,                 0.43
            0.330483,                0.435
            0.335376,                 0.44
             0.34028,                0.445
            0.345196,                 0.45
            0.350121,                0.455
            0.355056,                 0.46
                0.36,                0.465
            0.364952,                 0.47
            0.369912,                0.475
            0.374878,                 0.48
             0.37985,                0.485
            0.384828,                 0.49
            0.389811,                0.495
            0.394798,                  0.5
            0.399788,                0.505
            0.404781,                 0.51
            0.409776,                0.515
            0.414773,                 0.52
             0.41977,                0.525
            0.424768,                 0.53
            0.429765,                0.535
            0.434761,                 0.54
            0.439754,                0.545
            0.444745,                 0.55
            0.449733,                0.555
            0.454717,                 0.56
            0.459696,                0.565
             0.46467,                 0.57
            0.469638,                0.575
              0.4746,                 0.58
            0.479554,                0.585
              0.4845,                 0.59
            0.489438,                0.595
            0.494367,                  0.6
            0.499285,                0.605
            0.504194,                 0.61
            0.509091,                0.615
            0.513977,                 0.62
             0.51885,                0.625
             0.52371,                 0.63
            0.528557,                0.635
             0.53339,                 0.64
            0.538208,                0.645
            0.543011,                 0.65
            0.547799,                0.655
            0.552569,                 0.66
            0.557323,                0.665
             0.56206,                 0.67
            0.566778,                0.675
            0.571478,                 0.68
            0.576159,                0.685
             0.58082,                 0.69
            0.585461,                0.695
            0.590082,                  0.7

