------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         4.19285e-05,                0.005
         8.60197e-05,                 0.01
         0.000132367,                0.015
         0.000181066,                 0.02
         0.000232219,                0.025
         0.000285932,                 0.03
         0.000342313,                0.035
         0.000401478,                 0.04
         0.000463547,                0.045
         0.000528643,                 0.05
         0.000596897,                0.055
         0.000668444,                 0.06
         0.000743425,                0.065
         0.000821989,                 0.07
         0.000904288,                0.075
         0.000990484,                 0.08
          0.00108074,                0.085
          0.00117524,                 0.09
          0.00127416,                0.095
          0.00137769,                  0.1
          0.00148603,                0.105
          0.00159939,                 0.11
          0.00171798,                0.115
          0.00184202,                 0.12
          0.00197177,                0.125
          0.00210745,                 0.13
          0.00224933,                0.135
          0.00239768,                 0.14
          0.00255277,                0.145
           0.0027149,                 0.15
          0.00288438,                0.155
          0.00306152,                 0.16
          0.00324666,                0.165
          0.00344014,                 0.17
          0.00364234,                0.175
          0.00385362,                 0.18
           0.0040744,                0.185
          0.00430507,                 0.19
          0.00454609,                0.195
           0.0047979,                  0.2
          0.00506098,                0.205
          0.00533582,                 0.21
          0.00562294,                0.215
          0.00592289,                 0.22
          0.00623623,                0.225
          0.00656356,                 0.23
           0.0069055,                0.235
          0.00726269,                 0.24
          0.00763582,                0.245
          0.00802559,                 0.25
          0.00843276,                0.255
          0.00885809,                 0.26
           0.0093024,                0.265
          0.00976655,                 0.27
           0.0102514,                0.275
            0.010758,                 0.28
           0.0112871,                0.285
             0.01184,                 0.29
           0.0124175,                0.295
           0.0130209,                  0.3
           0.0136513,                0.305
             0.01431,                 0.31
           0.0149982,                0.315
           0.0157173,                 0.32
           0.0164687,                0.325
           0.0172538,                 0.33
           0.0180743,                0.335
           0.0189316,                 0.34
           0.0198276,                0.345
           0.0207641,                 0.35
           0.0217427,                0.355
           0.0227656,                 0.36
           0.0238347,                0.365
           0.0249521,                 0.37
           0.0261202,                0.375
           0.0273412,                 0.38
           0.0286176,                0.385
           0.0299519,                 0.39
           0.0313468,                0.395
           0.0328052,                  0.4
           0.0343299,                0.405
            0.035924,                 0.41
           0.0375908,                0.415
           0.0393335,                 0.42
           0.0411557,                0.425
           0.0430611,                 0.43
           0.0450534,                0.435
           0.0471368,                 0.44
           0.0493153,                0.445
           0.0515932,                 0.45
           0.0539753,                0.455
           0.0564661,                 0.46
           0.0590707,                0.465
           0.0617941,                 0.47
           0.0646418,                0.475
           0.0676193,                 0.48
           0.0707324,                0.485
           0.0739872,                 0.49
           0.0773898,                0.495
           0.0809467,                  0.5
           0.0846648,                0.505
           0.0885509,                 0.51
           0.0926122,                0.515
           0.0968561,                 0.52
             0.10129,                0.525
            0.105923,                 0.53
            0.110761,                0.535
            0.115814,                 0.54
            0.121091,                0.545
            0.126599,                 0.55
            0.132347,                0.555
            0.138345,                 0.56
            0.144602,                0.565
            0.151127,                 0.57
            0.157929,                0.575
            0.165017,                 0.58
            0.172401,                0.585
             0.18009,                 0.59
            0.188093,                0.595
            0.196419,                  0.6
            0.205076,                0.605
            0.214074,                 0.61
            0.223419,                0.615
            0.233119,                 0.62
            0.243181,                0.625
            0.253611,                 0.63
            0.264415,                0.635
            0.275597,                 0.64
             0.28716,                0.645
            0.299107,                 0.65
            0.311439,                0.655
            0.324154,                 0.66
            0.337252,                0.665
            0.350729,                 0.67
             0.36458,                0.675
            0.378796,                 0.68
            0.393369,                0.685
            0.408288,                 0.69
            0.423539,                0.695
            0.439105,                  0.7

