------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         1.49617e-17,                0.005
          1.9397e-17,              0.00625
         2.41423e-17,               0.0075
         2.92148e-17,              0.00875
         3.46328e-17,                 0.01
         4.04156e-17,              0.01125
         4.65834e-17,               0.0125
         5.31576e-17,              0.01375
         6.01604e-17,                0.015
         7.55474e-17,               0.0175
         9.29476e-17,                 0.02
         1.12585e-16,               0.0225
         1.34709e-16,                0.025
         1.59593e-16,               0.0275
         1.87539e-16,                 0.03
         2.18881e-16,               0.0325
          2.5399e-16,                0.035
         2.93272e-16,               0.0375
         3.37177e-16,                 0.04
         3.86202e-16,               0.0425
         4.40894e-16,                0.045
         5.01858e-16,               0.0475
          5.6976e-16,                 0.05
         6.45337e-16,               0.0525
           7.294e-16,                0.055
         8.22846e-16,               0.0575
          9.2666e-16,                 0.06
         1.04193e-15,               0.0625
         1.16987e-15,                0.065
         1.31179e-15,               0.0675
         1.46916e-15,                 0.07
         1.64359e-15,               0.0725
         1.83685e-15,                0.075
         2.05092e-15,               0.0775
         2.28795e-15,                 0.08
         2.55032e-15,               0.0825
         2.84068e-15,                0.085
         3.16192e-15,               0.0875
         3.51724e-15,                 0.09
         3.91018e-15,               0.0925
         4.34463e-15,                0.095
         4.82489e-15,               0.0975
         5.35569e-15,                  0.1
         5.94228e-15,               0.1025
         6.59043e-15,                0.105
          7.3065e-15,               0.1075
         8.09753e-15,                 0.11
         8.97127e-15,               0.1125
          9.9363e-15,                0.115
         1.10021e-14,               0.1175
          1.2179e-14,                 0.12
         1.49137e-14,                0.125
         1.82477e-14,                 0.13
         2.23122e-14,                0.135
          2.7267e-14,                 0.14
         3.33074e-14,                0.145
          4.0672e-14,                 0.15
         4.96526e-14,                0.155
         6.06062e-14,                 0.16
         7.39698e-14,                0.165
         9.02787e-14,                 0.17
          1.1019e-13,                0.175
         1.34508e-13,                 0.18
         1.64222e-13,                0.185
         2.00548e-13,                 0.19
         2.21645e-13,               0.1925
         2.44981e-13,                0.195
         2.70797e-13,               0.1975
         2.99362e-13,                  0.2
         3.30972e-13,               0.2025
         3.65958e-13,                0.205
         4.04687e-13,               0.2075
         4.47567e-13,                 0.21
         4.95052e-13,               0.2125
         5.47644e-13,                0.215
         6.05905e-13,               0.2175
         6.70458e-13,                 0.22
         7.41995e-13,               0.2225
          8.2129e-13,                0.225
           9.092e-13,               0.2275
         1.00668e-12,                 0.23
          1.1148e-12,               0.2325
         1.23475e-12,                0.235
         1.36784e-12,               0.2375
         1.51555e-12,                 0.24
         1.67953e-12,               0.2425
         1.86162e-12,                0.245
         2.06385e-12,               0.2475
         2.28851e-12,                 0.25
         2.53816e-12,               0.2525
         2.81564e-12,                0.255
         3.12414e-12,               0.2575
         3.46722e-12,                 0.26
         3.84885e-12,               0.2625
         4.27349e-12,                0.265
         4.74611e-12,               0.2675
         5.27228e-12,                 0.27
         5.85825e-12,               0.2725
           6.511e-12,                0.275
         7.23836e-12,               0.2775
         8.04911e-12,                 0.28
         8.95309e-12,               0.2825
         9.96133e-12,                0.285
         1.10862e-11,               0.2875
         1.23417e-11,                 0.29
         1.37433e-11,               0.2925
         1.53087e-11,                0.295
         1.70575e-11,               0.2975
          1.9012e-11,                  0.3
         2.11971e-11,               0.3025
         2.36408e-11,                0.305
         2.63748e-11,               0.3075
         2.94348e-11,                 0.31
         3.28609e-11,               0.3125
         3.66983e-11,                0.315
         4.09982e-11,               0.3175
         4.58181e-11,                 0.32
         5.12232e-11,               0.3225
         5.72869e-11,                0.325
         6.40925e-11,               0.3275
         7.17338e-11,                 0.33
         8.03172e-11,               0.3325
          8.9963e-11,                0.335
         1.00808e-10,               0.3375
         1.13006e-10,                 0.34
         1.26732e-10,               0.3425
         1.42186e-10,                0.345
         1.59593e-10,               0.3475
         1.79208e-10,                 0.35
         2.01325e-10,               0.3525
         2.26272e-10,                0.355
         2.54429e-10,               0.3575
         2.86222e-10,                 0.36
         3.22142e-10,               0.3625
         3.62745e-10,                0.365
         4.08667e-10,               0.3675
         4.60634e-10,                 0.37
         5.19474e-10,               0.3725
         5.86135e-10,                0.375
           6.617e-10,               0.3775
         7.47409e-10,                 0.38
         8.44683e-10,               0.3825
          9.5515e-10,                0.385
         1.08068e-09,               0.3875
         1.22341e-09,                 0.39
         1.38582e-09,               0.3925
         1.57072e-09,                0.395
         1.78139e-09,               0.3975
         2.02158e-09,                  0.4
         2.29561e-09,               0.4025
         2.60847e-09,                0.405
         2.96594e-09,               0.4075
         3.37467e-09,                 0.41
         3.84237e-09,               0.4125
         4.37796e-09,                0.415
         4.99178e-09,               0.4175
         5.69582e-09,                 0.42
           6.504e-09,               0.4225
         7.43251e-09,                0.425
         8.50018e-09,               0.4275
         9.72895e-09,                 0.43
         1.11444e-08,               0.4325
         1.27763e-08,                0.435
         1.46596e-08,               0.4375
         1.68351e-08,                 0.44
         1.93506e-08,               0.4425
         2.22621e-08,                0.445
         2.56355e-08,               0.4475
          2.9548e-08,                 0.45
         3.40908e-08,               0.4525
         3.93712e-08,                0.455
         4.55158e-08,               0.4575
         5.26744e-08,                 0.46
         6.10243e-08,               0.4625
         7.07755e-08,                0.465
         8.21776e-08,               0.4675
          9.5527e-08,                 0.47
         1.11177e-07,               0.4725
         1.29549e-07,                0.475
         1.51147e-07,               0.4775
         1.76574e-07,                 0.48
         2.06551e-07,               0.4825
         2.41949e-07,                0.485
         2.83813e-07,               0.4875
         3.33403e-07,                 0.49
         3.92245e-07,               0.4925
         4.62185e-07,                0.495
         5.45464e-07,               0.4975
          6.4481e-07,                  0.5
         7.63548e-07,               0.5025
         9.05746e-07,                0.505
         1.07639e-06,               0.5075
         1.28159e-06,                 0.51
         1.52891e-06,               0.5125
         1.82768e-06,                0.515
         2.18944e-06,               0.5175
         2.62859e-06,                 0.52
         3.16304e-06,               0.5225
         3.81524e-06,                0.525
         4.61339e-06,               0.5275
         5.07797e-06,              0.52875
         5.59304e-06,                 0.53
         6.16454e-06,              0.53125
         6.79917e-06,               0.5325
         7.50447e-06,              0.53375
         8.28898e-06,                0.535
         9.16234e-06,              0.53625
         1.01355e-05,               0.5375
         1.12208e-05,              0.53875
         1.24323e-05,                 0.54
          1.3786e-05,              0.54125
            1.53e-05,               0.5425
         1.69952e-05,              0.54375
          1.8895e-05,                0.545
         2.10266e-05,              0.54625
         2.34208e-05,               0.5475
         2.61131e-05,              0.54875
          2.9144e-05,                 0.55
         3.25604e-05,              0.55125
         3.64161e-05,               0.5525
         4.07731e-05,              0.55375
         4.57033e-05,                0.555
         5.12897e-05,              0.55625
         5.76288e-05,               0.5575
         6.48325e-05,              0.55875
         7.30316e-05,                 0.56
         8.23783e-05,              0.56125
         9.30509e-05,               0.5625
         0.000105259,              0.56375
         0.000119247,                0.565
         0.000135306,              0.56625
         0.000153779,               0.5675
          0.00017507,              0.56875
         0.000199663,                 0.57
         0.000228133,              0.57125
         0.000261167,               0.5725
         0.000299592,              0.57375
         0.000344402,                0.575
         0.000396801,              0.57625
         0.000458249,               0.5775
         0.000530527,              0.57875
         0.000615814,                 0.58
         0.000716796,              0.58125
         0.000836791,               0.5825
