------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
          1.4343e-13,                0.005
         2.27021e-13,               0.0075
         3.19435e-13,                 0.01
         4.21423e-13,               0.0125
         5.33789e-13,                0.015
         6.57406e-13,               0.0175
         7.93212e-13,                 0.02
         9.42219e-13,               0.0225
         1.10552e-12,                0.025
         1.28429e-12,               0.0275
         1.47981e-12,                 0.03
         1.69343e-12,               0.0325
         1.92664e-12,                0.035
         2.18103e-12,               0.0375
         2.45831e-12,                 0.04
         2.76033e-12,               0.0425
         3.08908e-12,                0.045
         3.83553e-12,                 0.05
         4.71693e-12,                0.055
         5.75564e-12,                 0.06
         6.97763e-12,                0.065
         8.41308e-12,                 0.07
          1.0097e-11,                0.075
         1.20701e-11,                 0.08
         1.43797e-11,                0.085
         1.70806e-11,                 0.09
         2.02367e-11,                0.095
          2.3922e-11,                  0.1
         2.82228e-11,                0.105
         3.32392e-11,                 0.11
         3.90877e-11,                0.115
         4.59038e-11,                 0.12
         5.38452e-11,                0.125
         6.30955e-11,                 0.13
         7.38683e-11,                0.135
         8.64126e-11,                 0.14
         1.01019e-10,                0.145
         1.18025e-10,                 0.15
         1.37825e-10,                0.155
         1.60881e-10,                 0.16
         1.87729e-10,                0.165
         2.18998e-10,                 0.17
         2.55422e-10,                0.175
         2.97859e-10,                 0.18
         3.47315e-10,                0.185
         4.04965e-10,                 0.19
          4.7219e-10,                0.195
         5.50604e-10,                  0.2
         6.42105e-10,                0.205
          7.4892e-10,                 0.21
         8.73665e-10,                0.215
         1.01942e-09,                 0.22
          1.1898e-09,                0.225
         1.38907e-09,                 0.23
         1.62227e-09,                0.235
         1.89532e-09,                 0.24
         2.21523e-09,                0.245
         2.59028e-09,                 0.25
         3.03026e-09,                0.255
         3.54678e-09,                 0.26
         4.15357e-09,                0.265
         4.86697e-09,                 0.27
         5.70634e-09,                0.275
         6.69474e-09,                 0.28
         7.85961e-09,                0.285
         9.23365e-09,                 0.29
         1.08559e-08,                0.295
          1.2773e-08,                  0.3
         1.50407e-08,                0.305
         1.77258e-08,                 0.31
         2.09085e-08,                0.315
          2.4685e-08,                 0.32
         2.91712e-08,                0.325
         3.45066e-08,                 0.33
         4.08593e-08,                0.335
         4.84328e-08,                 0.34
         5.74732e-08,                0.345
         6.82788e-08,                 0.35
         8.12118e-08,                0.355
          9.6713e-08,                 0.36
          1.1532e-07,                0.365
         1.37687e-07,                 0.37
         1.64619e-07,                0.375
         1.97098e-07,                 0.38
         2.36333e-07,                0.385
         2.83813e-07,                 0.39
         3.41372e-07,                0.395
         4.11284e-07,                  0.4
         4.96363e-07,                0.405
         6.00111e-07,                 0.41
         7.26891e-07,                0.415
         8.00572e-07,               0.4175
         8.82156e-07,                 0.42
         9.72542e-07,               0.4225
         1.07274e-06,                0.425
         1.18388e-06,               0.4275
         1.30723e-06,                 0.43
         1.44423e-06,               0.4325
         1.59647e-06,                0.435
         1.76576e-06,               0.4375
         1.95415e-06,                 0.44
         2.16392e-06,               0.4425
         2.39768e-06,                0.445
         2.65833e-06,               0.4475
         2.94921e-06,                 0.45
         3.27404e-06,               0.4525
         3.63708e-06,                0.455
         4.04314e-06,               0.4575
         4.49768e-06,                 0.46
          5.0069e-06,               0.4625
         5.57788e-06,                0.465
         6.21865e-06,               0.4675
         6.93839e-06,                 0.47
         7.74757e-06,               0.4725
         8.65816e-06,                0.475
         9.68385e-06,               0.4775
         1.08403e-05,                 0.48
         1.21457e-05,               0.4825
         1.36205e-05,                0.485
         1.52886e-05,               0.4875
         1.71776e-05,                 0.49
         1.93189e-05,               0.4925
         2.17494e-05,                0.495
         2.45112e-05,               0.4975
         2.76536e-05,                  0.5
         3.12337e-05,               0.5025
          3.5318e-05,                0.505
         3.99838e-05,               0.5075
         4.53217e-05,                 0.51
         5.14375e-05,               0.5125
         5.84556e-05,                0.515
         6.65219e-05,               0.5175
         7.58085e-05,                 0.52
         8.65183e-05,               0.5225
         9.88917e-05,                0.525
         0.000113214,               0.5275
         0.000129825,                 0.53
         0.000149128,               0.5325
          0.00017161,                0.535
          0.00019785,               0.5375
         0.000228548,                 0.54
         0.000264551,               0.5425
         0.000306883,                0.545
         0.000356791,               0.5475
         0.000415798,                 0.55
         0.000485772,               0.5525
         0.000569015,                0.555
         0.000668376,               0.5575
         0.000787398,                 0.56
          0.00093051,               0.5625
          0.00110328,                0.565
          0.00131276,               0.5675
          0.00156792,                 0.57
           0.0017161,              0.57125
          0.00188025,               0.5725
          0.00206234,              0.57375
          0.00226461,                0.575
