------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         3.02929e-18,                0.005
         3.93392e-18,              0.00625
         4.90453e-18,               0.0075
         5.94501e-18,              0.00875
         7.05942e-18,                 0.01
         8.25206e-18,              0.01125
         9.52747e-18,               0.0125
         1.08904e-17,              0.01375
          1.2346e-17,                0.015
         1.55562e-17,               0.0175
         1.92043e-17,                 0.02
          2.3341e-17,               0.0225
          2.8023e-17,                0.025
         3.33131e-17,               0.0275
         3.92808e-17,                 0.03
         4.60033e-17,               0.0325
         5.35661e-17,                0.035
         6.20642e-17,               0.0375
         7.16027e-17,                 0.04
          8.2298e-17,               0.0425
         9.42792e-17,                0.045
         1.07689e-16,               0.0475
         1.22687e-16,                 0.05
         1.39447e-16,               0.0525
         1.58165e-16,                0.055
         1.79055e-16,               0.0575
         2.02357e-16,                 0.06
         2.28333e-16,               0.0625
         2.57277e-16,                0.065
         2.89511e-16,               0.0675
         3.25396e-16,                 0.07
         3.65327e-16,               0.0725
         4.09745e-16,                0.075
         4.59135e-16,               0.0775
         5.14038e-16,                 0.08
          5.7505e-16,               0.0825
         6.42831e-16,                0.085
         7.18114e-16,               0.0875
         8.01709e-16,                 0.09
         8.94514e-16,               0.0925
         9.97523e-16,                0.095
         1.11184e-15,               0.0975
         1.23868e-15,                  0.1
         1.37939e-15,               0.1025
         1.53547e-15,                0.105
         1.70859e-15,               0.1075
         1.90057e-15,                 0.11
         2.11346e-15,               0.1125
         2.34951e-15,                0.115
         2.61121e-15,               0.1175
         2.90135e-15,                 0.12
         3.22299e-15,               0.1225
         3.57954e-15,                0.125
         3.97477e-15,               0.1275
         4.41288e-15,                 0.13
          4.8985e-15,               0.1325
          5.4368e-15,                0.135
         6.03348e-15,               0.1375
         6.69489e-15,                 0.14
         7.42807e-15,               0.1425
         8.24082e-15,                0.145
         9.14182e-15,               0.1475
         1.01407e-14,                 0.15
         1.12481e-14,               0.1525
          1.2476e-14,                0.155
         1.38375e-14,               0.1575
         1.53472e-14,                 0.16
         1.70215e-14,               0.1625
         1.88784e-14,                0.165
         2.09381e-14,               0.1675
         2.32228e-14,                 0.17
         2.57575e-14,               0.1725
         2.85699e-14,                0.175
         3.16906e-14,               0.1775
         3.51539e-14,                 0.18
         3.89979e-14,               0.1825
          4.3265e-14,                0.185
         4.80025e-14,               0.1875
         5.32628e-14,                 0.19
         5.91047e-14,               0.1925
         6.55934e-14,                0.195
         7.28016e-14,               0.1975
         8.08104e-14,                  0.2
         8.97102e-14,               0.2025
         9.96019e-14,                0.205
         1.10598e-13,               0.2075
         1.22824e-13,                 0.21
          1.3642e-13,               0.2125
         1.51543e-13,                0.215
         1.68367e-13,               0.2175
         1.87087e-13,                 0.22
         2.07921e-13,               0.2225
         2.31114e-13,                0.225
         2.56938e-13,               0.2275
         2.85697e-13,                 0.23
         3.17733e-13,               0.2325
         3.53427e-13,                0.235
         3.93207e-13,               0.2375
          4.3755e-13,                 0.24
         4.86992e-13,               0.2425
         5.42134e-13,                0.245
         6.03648e-13,               0.2475
         6.72288e-13,                 0.25
         7.48902e-13,               0.2525
         8.34438e-13,                0.255
         9.29961e-13,               0.2575
         1.03667e-12,                 0.26
          1.1559e-12,               0.2625
         1.28917e-12,                0.265
         1.43817e-12,               0.2675
         1.60482e-12,                 0.27
         1.79124e-12,               0.2725
         1.99987e-12,                0.275
         2.23342e-12,               0.2775
         2.49495e-12,                 0.28
          2.7879e-12,               0.2825
         3.11617e-12,                0.285
         3.48413e-12,               0.2875
         3.89672e-12,                 0.29
         4.35953e-12,               0.2925
         4.87885e-12,                0.295
         5.46178e-12,               0.2975
         6.11637e-12,                  0.3
          6.8517e-12,               0.3025
         7.67804e-12,                0.305
           8.607e-12,               0.3075
         9.65176e-12,                 0.31
         1.08272e-11,               0.3125
         1.21502e-11,                0.315
         1.36399e-11,               0.3175
         1.53181e-11,                 0.32
         1.72093e-11,               0.3225
         1.93415e-11,                0.325
         2.17465e-11,               0.3275
         2.44605e-11,                 0.33
         2.75244e-11,               0.3325
         3.09851e-11,                0.335
         3.48956e-11,               0.3375
         3.93166e-11,                 0.34
         4.43173e-11,               0.3425
         4.99762e-11,                0.345
         5.63833e-11,               0.3475
         6.36413e-11,                 0.35
         7.18673e-11,               0.3525
         8.11953e-11,                0.355
         9.17787e-11,               0.3575
         1.03793e-10,                 0.36
         1.17439e-10,               0.3625
         1.32947e-10,                0.365
         1.50582e-10,               0.3675
         1.70646e-10,                 0.37
         1.93488e-10,               0.3725
         2.19508e-10,                0.375
         2.49167e-10,               0.3775
         2.82994e-10,                 0.38
           3.216e-10,               0.3825
         3.65689e-10,                0.385
         4.16071e-10,               0.3875
         4.73685e-10,                 0.39
         5.39613e-10,               0.3925
         6.15108e-10,                0.395
         7.01619e-10,               0.3975
         8.00826e-10,                  0.4
