------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         5.51561e-22,                0.005
         7.22785e-22,              0.00625
         9.09319e-22,               0.0075
         1.11227e-21,              0.00875
         1.33281e-21,                 0.01
          1.5722e-21,              0.01125
         1.83179e-21,               0.0125
         2.11299e-21,              0.01375
         2.41734e-21,                0.015
         2.74645e-21,              0.01625
         3.10206e-21,               0.0175
         3.90024e-21,                 0.02
         4.82814e-21,               0.0225
         5.90417e-21,                0.025
         7.14923e-21,               0.0275
         8.58702e-21,                 0.03
         1.02444e-20,               0.0325
         1.21518e-20,                0.035
         1.43438e-20,               0.0375
         1.68594e-20,                 0.04
         1.97428e-20,               0.0425
         2.30442e-20,                0.045
         2.68202e-20,               0.0475
         3.11351e-20,                 0.05
         3.60615e-20,               0.0525
         4.16815e-20,                0.055
         4.80882e-20,               0.0575
         5.53868e-20,                 0.06
         6.36963e-20,               0.0625
         7.31512e-20,                0.065
         8.39039e-20,               0.0675
         9.61266e-20,                 0.07
         1.10014e-19,               0.0725
         1.25786e-19,                0.075
         1.43693e-19,               0.0775
         1.64015e-19,                 0.08
         1.87071e-19,               0.0825
         2.13223e-19,                0.085
         2.42876e-19,               0.0875
         2.76493e-19,                 0.09
         3.14595e-19,               0.0925
          3.5777e-19,                0.095
         4.06688e-19,               0.0975
         4.62101e-19,                  0.1
         5.24865e-19,               0.1025
         5.95946e-19,                0.105
         6.76436e-19,               0.1075
         7.67574e-19,                 0.11
         8.70759e-19,               0.1125
         9.87578e-19,                0.115
         1.11983e-18,               0.1175
         1.26953e-18,                 0.12
           1.439e-18,               0.1225
         1.63084e-18,                0.125
           1.848e-18,               0.1275
         2.09382e-18,                 0.13
          2.3721e-18,               0.1325
         2.68712e-18,                0.135
         3.04377e-18,               0.1375
         3.44755e-18,                 0.14
         3.90472e-18,               0.1425
         4.42239e-18,                0.145
         5.00859e-18,               0.1475
         5.67247e-18,                 0.15
         6.42438e-18,               0.1525
         7.27609e-18,                0.155
         8.24095e-18,               0.1575
         9.33413e-18,                 0.16
         1.05728e-17,               0.1625
         1.19766e-17,                0.165
         1.35677e-17,               0.1675
         1.53714e-17,                 0.17
         1.74164e-17,               0.1725
         1.97354e-17,                0.175
         2.23654e-17,               0.1775
         2.53488e-17,                 0.18
         2.87336e-17,               0.1825
         3.25746e-17,                0.185
         3.69341e-17,               0.1875
         4.18831e-17,                 0.19
         4.75024e-17,               0.1925
         5.38843e-17,                0.195
         6.11336e-17,               0.1975
         6.93703e-17,                  0.2
          7.8731e-17,               0.2025
         8.93715e-17,                0.205
          1.0147e-16,               0.2075
         1.15229e-16,                 0.21
         1.30881e-16,               0.2125
         1.48691e-16,                0.215
         1.68962e-16,               0.2175
         1.92039e-16,                 0.22
          2.1832e-16,               0.2225
         2.48257e-16,                0.225
         2.82368e-16,               0.2275
         3.21248e-16,                 0.23
         3.65575e-16,               0.2325
         4.16129e-16,                0.235
         4.73802e-16,               0.2375
         5.39618e-16,                 0.24
          6.1475e-16,               0.2425
         7.00546e-16,                0.245
         7.98552e-16,               0.2475
         9.10544e-16,                 0.25
         1.03856e-15,               0.2525
         1.18495e-15,                0.255
         1.35241e-15,               0.2575
         1.54403e-15,                 0.26
          1.7634e-15,               0.2625
         2.01461e-15,                0.265
         2.30241e-15,               0.2675
         2.63224e-15,                 0.27
         3.01041e-15,               0.2725
         3.44416e-15,                0.275
         3.94187e-15,               0.2775
         4.51321e-15,                 0.28
         5.16934e-15,               0.2825
         5.92319e-15,                0.285
         6.78966e-15,               0.2875
         7.78603e-15,                 0.29
          8.9323e-15,               0.2925
         1.02516e-14,                0.295
         1.17708e-14,               0.2975
         1.35209e-14,                  0.3
         1.55381e-14,               0.3025
         1.78642e-14,                0.305
         2.05479e-14,               0.3075
         2.36457e-14,                 0.31
         2.72232e-14,               0.3125
          3.1357e-14,                0.315
          3.6136e-14,               0.3175
         4.16638e-14,                 0.32
         4.80614e-14,               0.3225
         5.54695e-14,                0.325
         6.40526e-14,               0.3275
         7.40028e-14,                 0.33
         8.55443e-14,               0.3325
         9.89397e-14,                0.335
         1.14496e-13,               0.3375
         1.32572e-13,                 0.34
          1.5359e-13,               0.3425
         1.78043e-13,                0.345
         2.06511e-13,               0.3475
         2.39674e-13,                 0.35
         2.78333e-13,               0.3525
         3.23427e-13,                0.355
         3.76065e-13,               0.3575
          4.3755e-13,                 0.36
         5.09418e-13,               0.3625
         5.93485e-13,                0.365
         6.91892e-13,               0.3675
         8.07168e-13,                 0.37
         9.42309e-13,               0.3725
         1.10086e-12,                0.375
         1.28701e-12,               0.3775
         1.50575e-12,                 0.38
         1.76299e-12,               0.3825
         2.06575e-12,                0.385
         2.42238e-12,               0.3875
         2.84282e-12,                 0.39
         3.33892e-12,               0.3925
         3.92482e-12,                0.395
         4.61738e-12,               0.3975
         5.43678e-12,                  0.4
         6.40714e-12,               0.4025
         7.55737e-12,                0.405
         8.92213e-12,               0.4075
          1.0543e-11,                 0.41
         1.24701e-11,               0.4125
         1.47635e-11,                0.415
         1.74958e-11,               0.4175
         2.07544e-11,                 0.42
         2.46449e-11,               0.4225
         2.92951e-11,                0.425
         3.48596e-11,               0.4275
         4.15261e-11,                 0.43
         4.95222e-11,               0.4325
         5.91248e-11,                0.435
         7.06711e-11,               0.4375
          8.4572e-11,                 0.44
          1.0133e-10,               0.4425
         1.21558e-10,                0.445
         1.46009e-10,               0.4475
         1.75607e-10,                 0.45
         2.11484e-10,               0.4525
         2.55038e-10,                0.455
         3.07991e-10,               0.4575
          3.7247e-10,                 0.46
          4.5111e-10,               0.4625
         5.47175e-10,                0.465
         6.64724e-10,               0.4675
         7.33087e-10,              0.46875
         8.08807e-10,                 0.47
         8.92711e-10,              0.47125
         9.85727e-10,               0.4725
         1.08889e-09,              0.47375
         1.20336e-09,                0.475
         1.33044e-09,              0.47625
         1.47158e-09,               0.4775
         1.62842e-09,              0.47875
         1.80278e-09,                 0.48
         1.99672e-09,              0.48125
         2.21255e-09,               0.4825
         2.45286e-09,              0.48375
         2.72057e-09,                0.485
         3.01897e-09,              0.48625
         3.35174e-09,               0.4875
         3.72305e-09,              0.48875
          4.1376e-09,                 0.49
         4.60067e-09,              0.49125
         5.11825e-09,               0.4925
          5.6971e-09,              0.49375
         6.34485e-09,                0.495
         7.07013e-09,              0.49625
         7.88273e-09,               0.4975
         8.79372e-09,              0.49875
         9.81569e-09,                  0.5
         1.09629e-08,              0.50125
         1.22515e-08,               0.5025
         1.36999e-08,              0.50375
         1.53291e-08,                0.505
         1.71628e-08,              0.50625
         1.92283e-08,               0.5075
         2.15566e-08,              0.50875
         2.41829e-08,                 0.51
         2.71476e-08,              0.51125
          3.0497e-08,               0.5125
         3.42839e-08,              0.51375
         3.85689e-08,                0.515
         4.34214e-08,              0.51625
         4.89212e-08,               0.5175
         5.51599e-08,              0.51875
          6.2243e-08,                 0.52
         7.02919e-08,              0.52125
         7.94465e-08,               0.5225
         8.98685e-08,              0.52375
         1.01745e-07,                0.525
         1.15291e-07,              0.52625
         1.30757e-07,               0.5275
         1.48434e-07,              0.52875
         1.68659e-07,                 0.53
         1.91823e-07,              0.53125
         2.18382e-07,               0.5325
          2.4887e-07,              0.53375
         2.83907e-07,                0.535
         3.24219e-07,              0.53625
         3.70658e-07,               0.5375
         4.24222e-07,              0.53875
         4.86083e-07,                 0.54
         5.57621e-07,              0.54125
         6.40463e-07,               0.5425
         7.36528e-07,              0.54375
          8.4809e-07,                0.545
          9.7784e-07,              0.54625
         1.12898e-06,               0.5475
          1.3053e-06,              0.54875
         1.51136e-06,                 0.55
         1.75256e-06,              0.55125
          2.0354e-06,               0.5525
         2.36766e-06,              0.55375
         2.75873e-06,                0.555
          3.2199e-06,              0.55625
         3.76484e-06,               0.5575
         4.41012e-06,              0.55875
          5.1759e-06,                 0.56
         6.08675e-06,              0.56125
         7.17273e-06,               0.5625
         8.47072e-06,              0.56375
         1.00261e-05,                0.565
         1.18951e-05,              0.56625
         1.41471e-05,               0.5675
         1.68689e-05,              0.56875
         2.01687e-05,                 0.57
         2.41825e-05,              0.57125
         2.90817e-05,               0.5725
         3.19291e-05,             0.573125
         3.50836e-05,              0.57375
         3.85818e-05,             0.574375
          4.2465e-05,                0.575
         4.67802e-05,             0.575625
         5.15804e-05,              0.57625
         5.69263e-05,             0.576875
         6.28866e-05,               0.5775
         6.95398e-05,             0.578125
         7.69756e-05,              0.57875
         8.52965e-05,             0.579375
         9.46202e-05,                 0.58
         0.000105082,             0.580625
         0.000116836,              0.58125
         0.000130063,             0.581875
         0.000144969,               0.5825
         0.000161794,             0.583125
         0.000180816,              0.58375
         0.000202359,             0.584375
         0.000226801,                0.585
         0.000254583,             0.585625
         0.000286223,              0.58625
          0.00032233,             0.586875
         0.000363624,               0.5875
         0.000410954,             0.588125
         0.000465331,              0.58875
         0.000527958,             0.589375
         0.000600275,                 0.59
         0.000684013,             0.590625
         0.000781255,              0.59125
         0.000894529,             0.591875
          0.00102691,               0.5925
          0.00118216,             0.593125
           0.0013649,              0.59375
          0.00158086,             0.594375
          0.00183716,                0.595
          0.00214272,             0.595625
           0.0025088,              0.59625
          0.00294972,             0.596875
          0.00348384,               0.5975
          0.00413491,             0.598125
          0.00451365,             0.598437
          0.00493397,              0.59875
          0.00540132,             0.599062
          0.00592202,             0.599375
          0.00650336,             0.599687
          0.00715386,                  0.6
          0.00788342,             0.600313
          0.00870367,             0.600625
          0.00962828,             0.600938
           0.0106734,              0.60125
           0.0118581,             0.601562
           0.0132052,             0.601875
           0.0147419,             0.602188
            0.016501,               0.6025
           0.0185222,             0.602812
           0.0208534,             0.603125
           0.0235537,             0.603438
           0.0266953,              0.60375
            0.030368,             0.604062
           0.0346833,             0.604375
           0.0397814,             0.604688
           0.0458397,                0.605
           0.0530839,             0.605312
            0.061804,             0.605625
           0.0723749,             0.605938
            0.085285,              0.60625
           0.0928101,             0.606406
            0.101175,             0.606562
            0.110491,             0.606719
            0.120888,             0.606875
            0.132513,             0.607031
            0.145537,             0.607187
            0.160154,             0.607344
            0.176586,               0.6075
            0.195086,             0.607656
            0.215939,             0.607812
             0.23946,             0.607969
            0.265998,             0.608125
            0.295924,             0.608281
            0.329622,             0.608437
            0.367464,             0.608594
            0.409777,              0.60875
            0.456788,             0.608906
            0.508546,             0.609062
            0.624994,             0.609375
            0.751786,             0.609687
            0.814204,             0.609844
            0.872179,                 0.61
            0.922445,             0.610156
             0.96188,             0.610313
            0.988013,             0.610469
            0.999464,             0.610625
            0.996179,             0.610781
            0.979369,             0.610938
            0.951207,             0.611094
            0.914384,              0.61125
            0.871673,             0.611406
            0.825605,             0.611563
            0.731309,             0.611875
            0.642579,             0.612188
            0.564259,               0.6125
            0.497403,             0.612812
            0.441252,             0.613125
            0.394385,             0.613438
             0.35529,              0.61375
            0.322592,             0.614062
            0.295129,             0.614375
            0.271944,             0.614688
             0.25227,                0.615
            0.235489,             0.615312
            0.221107,             0.615625
            0.208729,             0.615938
            0.198035,              0.61625
            0.180717,             0.616875
            0.167614,               0.6175
            0.157686,             0.618125
            0.150219,              0.61875
            0.144716,             0.619375
            0.140822,                 0.62
            0.138287,             0.620625
            0.136933,              0.62125
            0.136635,             0.621875
            0.137312,               0.6225
            0.141411,              0.62375
            0.149122,                0.625
            0.160677,              0.62625
            0.176614,               0.6275
              0.1978,              0.62875
             0.22548,                 0.63
            0.242264,             0.630625
            0.261345,              0.63125
            0.283011,             0.631875
            0.307583,               0.6325
            0.335404,             0.633125
            0.366833,              0.63375
            0.402219,             0.634375
            0.441871,                0.635
            0.486008,             0.635625
            0.534683,              0.63625
            0.644455,               0.6375
            0.764342,              0.63875
            0.823492,             0.639375
            0.878506,                 0.64
            0.926257,             0.640625
            0.963749,              0.64125
            0.988603,             0.641875
            0.999491,               0.6425
            0.996371,             0.643125
             0.98043,              0.64375
            0.953782,             0.644375
            0.919035,                0.645
            0.878869,             0.645625
            0.835717,              0.64625
            0.748001,               0.6475
