------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         8.87885e-29,                0.005
          1.1828e-28,              0.00625
         1.51274e-28,               0.0075
         1.88111e-28,              0.00875
         2.29158e-28,                 0.01
         2.74818e-28,              0.01125
         3.25528e-28,               0.0125
         3.81765e-28,              0.01375
         4.44047e-28,                0.015
         5.12936e-28,              0.01625
         5.89046e-28,               0.0175
         6.73043e-28,              0.01875
          7.6565e-28,                 0.02
         8.67656e-28,              0.02125
         9.79916e-28,               0.0225
         1.10336e-27,              0.02375
           1.239e-27,                0.025
         1.38792e-27,              0.02625
         1.55133e-27,               0.0275
         1.73051e-27,              0.02875
         1.92687e-27,                 0.03
         2.37735e-27,               0.0325
         2.91661e-27,                0.035
         3.56092e-27,               0.0375
         4.32947e-27,                 0.04
          5.2448e-27,               0.0425
         6.33347e-27,                0.045
         7.62669e-27,               0.0475
         9.16117e-27,                 0.05
         1.09801e-26,               0.0525
         1.31341e-26,                0.055
         1.56828e-26,               0.0575
         1.86962e-26,                 0.06
         2.22567e-26,               0.0625
         2.64607e-26,                0.065
         3.14217e-26,               0.0675
          3.7273e-26,                 0.07
          4.4171e-26,               0.0725
         5.22996e-26,                0.075
         6.18744e-26,               0.0775
         7.31488e-26,                 0.08
         8.64204e-26,               0.0825
         1.02038e-25,                0.085
         1.20413e-25,               0.0875
         1.42026e-25,                 0.09
         1.67444e-25,               0.0925
         1.97331e-25,                0.095
         2.32467e-25,               0.0975
         2.73771e-25,                  0.1
         3.22319e-25,               0.1025
         3.79378e-25,                0.105
         4.46435e-25,               0.1075
          5.2524e-25,                 0.11
          6.1785e-25,               0.1125
          7.2668e-25,                0.115
         8.54574e-25,               0.1175
         1.00487e-24,                 0.12
         1.18152e-24,               0.1225
         1.38912e-24,                0.125
         1.63315e-24,               0.1275
         1.91999e-24,                 0.13
         2.25721e-24,               0.1325
         2.65368e-24,                0.135
         3.11988e-24,               0.1375
         3.66814e-24,                 0.14
           4.313e-24,               0.1425
         5.07158e-24,                0.145
          5.9641e-24,               0.1475
         7.01438e-24,                 0.15
         8.25053e-24,               0.1525
         9.70573e-24,                0.155
         1.14191e-23,               0.1575
          1.3437e-23,                 0.16
         1.58139e-23,               0.1625
         1.86144e-23,                0.165
         2.19148e-23,               0.1675
         2.58052e-23,                 0.17
         3.03924e-23,               0.1725
         3.58024e-23,                0.175
         4.21847e-23,               0.1775
         4.97161e-23,                 0.18
          5.8606e-23,               0.1825
         6.91025e-23,                0.185
         8.14998e-23,               0.1875
         9.61466e-23,                 0.19
         1.13456e-22,               0.1925
          1.3392e-22,                0.195
         1.58121e-22,               0.1975
         1.86751e-22,                  0.2
         2.20632e-22,               0.2025
