------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         3.56237e-32,                0.005
         4.78479e-32,              0.00625
         6.17008e-32,               0.0075
         7.73599e-32,              0.00875
         9.50207e-32,                 0.01
         1.14898e-31,              0.01125
         1.37229e-31,               0.0125
         1.62273e-31,              0.01375
         1.90316e-31,                0.015
         2.21671e-31,              0.01625
         2.56684e-31,               0.0175
         2.95733e-31,              0.01875
         3.39234e-31,                 0.02
         3.87644e-31,              0.02125
         4.41462e-31,               0.0225
         5.01239e-31,              0.02375
         5.67577e-31,                0.025
         6.41138e-31,              0.02625
         7.22646e-31,               0.0275
         8.12897e-31,              0.02875
         9.12761e-31,                 0.03
         1.02319e-30,              0.03125
         1.14524e-30,               0.0325
         1.28005e-30,              0.03375
         1.42888e-30,                0.035
         1.59311e-30,              0.03625
         1.77424e-30,               0.0375
         1.97392e-30,              0.03875
         2.19397e-30,                 0.04
         2.43636e-30,              0.04125
         2.70326e-30,               0.0425
         3.32033e-30,                0.045
         4.06698e-30,               0.0475
         4.96937e-30,                 0.05
         6.05878e-30,               0.0525
         7.37271e-30,                0.055
         8.95604e-30,               0.0575
         1.08625e-29,                 0.06
         1.31563e-29,               0.0625
         1.59144e-29,                0.065
         1.92288e-29,               0.0675
         2.32097e-29,                 0.07
         2.79887e-29,               0.0725
         3.37234e-29,                0.075
         4.06022e-29,               0.0775
         4.88505e-29,                 0.08
         5.87382e-29,               0.0825
         7.05876e-29,                0.085
         8.47848e-29,               0.0875
         1.01792e-28,                 0.09
          1.2216e-28,               0.0925
         1.46552e-28,                0.095
         1.75757e-28,               0.0975
         2.10723e-28,                  0.1
         2.52583e-28,               0.1025
         3.02694e-28,                0.105
          3.6268e-28,               0.1075
         4.34487e-28,                 0.11
         5.20445e-28,               0.1125
         6.23345e-28,                0.115
         7.46533e-28,               0.1175
         8.94017e-28,                 0.12
          1.0706e-27,               0.1225
         1.28205e-27,                0.125
         1.53528e-27,               0.1275
         1.83857e-27,                 0.13
         2.20187e-27,               0.1325
         2.63712e-27,                0.135
         3.15865e-27,               0.1375
         3.78368e-27,                 0.14
         4.53287e-27,               0.1425
         5.43109e-27,                0.145
         6.50818e-27,               0.1475
         7.80006e-27,                 0.15
          9.3499e-27,               0.1525
         1.12097e-26,                0.155
         1.34419e-26,               0.1575
         1.61219e-26,                 0.16
         1.93403e-26,               0.1625
         2.32063e-26,                0.165
         2.78517e-26,               0.1675
         3.34352e-26,                 0.17
         4.01483e-26,               0.1725
         4.82221e-26,                0.175
         5.79354e-26,               0.1775
         6.96252e-26,                 0.18
         8.36985e-26,               0.1825
         1.00647e-25,                0.185
         1.21066e-25,               0.1875
         1.45674e-25,                 0.19
         1.75342e-25,               0.1925
         2.11125e-25,                0.195
         2.54299e-25,               0.1975
         3.06413e-25,                  0.2
         3.69342e-25,               0.2025
         4.45363e-25,                0.205
         5.37239e-25,               0.2075
         6.48323e-25,                 0.21
         7.82691e-25,               0.2125
         9.45296e-25,                0.215
         1.14216e-24,               0.2175
         1.38062e-24,                 0.22
         1.66958e-24,               0.2225
         2.01993e-24,                0.225
          2.4449e-24,               0.2275
         2.96064e-24,                 0.23
         3.58687e-24,               0.2325
         4.34763e-24,                0.235
          5.2723e-24,               0.2375
         6.39681e-24,                 0.24
         7.76506e-24,               0.2425
         9.43081e-24,                0.245
         1.14599e-23,               0.2475
         1.39328e-23,                 0.25
         1.69485e-23,               0.2525
         2.06282e-23,                0.255
         2.51208e-23,               0.2575
         3.06091e-23,                 0.26
         3.73177e-23,               0.2625
         4.55232e-23,                0.265
         5.02907e-23,              0.26625
         5.55657e-23,               0.2675
         6.14032e-23,              0.26875
         6.78643e-23,                 0.27
         7.50166e-23,              0.27125
         8.29355e-23,               0.2725
         9.17044e-23,              0.27375
         1.01416e-22,                0.275
         1.12174e-22,              0.27625
         1.24093e-22,               0.2775
           1.373e-22,              0.27875
         1.51938e-22,                 0.28
         1.68162e-22,              0.28125
          1.8615e-22,               0.2825
         2.06096e-22,              0.28375
         2.28216e-22,                0.285
         2.52753e-22,              0.28625
         2.79975e-22,               0.2875
         3.10181e-22,              0.28875
         3.43705e-22,                 0.29
         3.80917e-22,              0.29125
         4.22231e-22,               0.2925
         4.68108e-22,              0.29375
          5.1906e-22,                0.295
         5.75661e-22,              0.29625
         6.38547e-22,               0.2975
          7.0843e-22,              0.29875
         7.86103e-22,                  0.3
         8.72451e-22,              0.30125
         9.68462e-22,               0.3025
         1.07524e-21,              0.30375
         1.19401e-21,                0.305
         1.32615e-21,              0.30625
         1.47319e-21,               0.3075
         1.63684e-21,              0.30875
         1.81903e-21,                 0.31
         2.02188e-21,              0.31125
         2.24779e-21,               0.3125
         2.49944e-21,              0.31375
         2.77981e-21,                0.315
         3.09225e-21,              0.31625
         3.44049e-21,               0.3175
         3.82872e-21,              0.31875
         4.26163e-21,                 0.32
         4.74447e-21,              0.32125
         5.28311e-21,               0.3225
         5.88412e-21,              0.32375
         6.55488e-21,                0.325
         7.30365e-21,              0.32625
         8.13969e-21,               0.3275
         9.07338e-21,              0.32875
         1.01164e-20,                 0.33
         1.12817e-20,              0.33125
         1.25841e-20,               0.3325
         1.40399e-20,              0.33375
         1.56676e-20,                0.335
         1.74879e-20,              0.33625
         1.95242e-20,               0.3375
         2.18026e-20,              0.33875
         2.43525e-20,                 0.34
         2.72069e-20,              0.34125
         3.04029e-20,               0.3425
         3.39825e-20,              0.34375
         3.79925e-20,                0.345
         4.24859e-20,              0.34625
         4.75223e-20,               0.3475
         5.31685e-20,              0.34875
         5.95003e-20,                 0.35
         6.66025e-20,              0.35125
         7.45711e-20,               0.3525
         8.35141e-20,              0.35375
         9.35533e-20,                0.355
