------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
          0.00448714,                0.005
           0.0089966,                 0.01
            0.013528,                0.015
            0.018081,                 0.02
           0.0226551,                0.025
             0.02725,                 0.03
           0.0318653,                0.035
           0.0365005,                 0.04
           0.0411553,                0.045
           0.0458291,                 0.05
           0.0505217,                0.055
           0.0552325,                 0.06
           0.0599612,                0.065
           0.0647072,                 0.07
           0.0694702,                0.075
           0.0742497,                 0.08
           0.0790453,                0.085
           0.0838565,                 0.09
           0.0886828,                0.095
           0.0935238,                  0.1
            0.098379,                0.105
            0.103248,                 0.11
             0.10813,                0.115
            0.113025,                 0.12
            0.117933,                0.125
            0.122852,                 0.13
            0.127783,                0.135
            0.132724,                 0.14
            0.137676,                0.145
            0.142638,                 0.15
            0.147609,                0.155
             0.15259,                 0.16
            0.157578,                0.165
            0.162575,                 0.17
            0.167579,                0.175
             0.17259,                 0.18
            0.177608,                0.185
            0.182632,                 0.19
            0.187661,                0.195
            0.192695,                  0.2
            0.197734,                0.205
            0.202777,                 0.21
            0.207823,                0.215
            0.212872,                 0.22
            0.217924,                0.225
            0.222978,                 0.23
            0.228033,                0.235
             0.23309,                 0.24
            0.238147,                0.245
            0.243204,                 0.25
            0.248261,                0.255
            0.253317,                 0.26
            0.258371,                0.265
            0.263424,                 0.27
            0.268475,                0.275
            0.273522,                 0.28
            0.278567,                0.285
            0.283607,                 0.29
            0.288644,                0.295
            0.293676,                  0.3
            0.298703,                0.305
            0.303724,                 0.31
            0.308739,                0.315
            0.313748,                 0.32
             0.31875,                0.325
            0.323744,                 0.33
            0.328731,                0.335
            0.333709,                 0.34
            0.338679,                0.345
             0.34364,                 0.35
            0.348591,                0.355
            0.353533,                 0.36
            0.358464,                0.365
            0.363384,                 0.37
            0.368294,                0.375
            0.373192,                 0.38
            0.378077,                0.385
            0.382951,                 0.39
            0.387812,                0.395
             0.39266,                  0.4
            0.397494,                0.405
            0.402315,                 0.41
            0.407122,                0.415
            0.411914,                 0.42
            0.416691,                0.425
            0.421453,                 0.43
            0.426199,                0.435
             0.43093,                 0.44
            0.435645,                0.445
            0.440343,                 0.45
            0.445024,                0.455
            0.449688,                 0.46
            0.454334,                0.465
            0.458963,                 0.47
            0.463574,                0.475
            0.468167,                 0.48
            0.472741,                0.485
            0.477296,                 0.49
            0.481832,                0.495
            0.486349,                  0.5
            0.490846,                0.505
            0.495323,                 0.51
             0.49978,                0.515
            0.504217,                 0.52
            0.508633,                0.525
            0.513029,                 0.53
            0.517403,                0.535
            0.521757,                 0.54
            0.526088,                0.545
            0.530398,                 0.55
            0.534687,                0.555
            0.538953,                 0.56
            0.543197,                0.565
            0.547419,                 0.57
            0.551618,                0.575
            0.555795,                 0.58
            0.559949,                0.585
            0.564079,                 0.59
            0.568187,                0.595
            0.572271,                  0.6
            0.576332,                0.605
            0.580369,                 0.61
            0.584383,                0.615
            0.588373,                 0.62
            0.592339,                0.625
            0.596281,                 0.63
            0.600199,                0.635
            0.604092,                 0.64
            0.607962,                0.645
            0.611807,                 0.65
            0.615628,                0.655
            0.619424,                 0.66
            0.623195,                0.665
            0.626942,                 0.67
            0.630664,                0.675
            0.634361,                 0.68
            0.638034,                0.685
            0.641682,                 0.69
            0.645304,                0.695
            0.648902,                  0.7

